date, pm25, pm10, o3, no2, so2, co
2018/3/24, 57, 38, , 23, , 
2018/3/25, 95, 43, , 31, , 
2018/3/26, 71, 25, , 28, , 
2018/3/27, 39, 27, , 36, , 
2018/3/28, 42, 18, , 29, , 
2018/3/29, 33, 17, , 26, , 
2018/3/30, 33, 12, , 26, , 
2018/3/31, 38, 15, , 18, , 
2017/10/1, 27, 20, , 20, , 
2017/10/2, 28, 26, , 29, , 
2017/10/3, 38, 26, , 22, , 
2017/10/4, 42, 21, , 19, , 
2017/10/5, 29, 23, , 31, , 
2017/10/6, 34, 20, , 16, , 
2017/10/7, 37, 14, , 23, , 
2017/10/8, 27, 23, , 27, , 
2017/10/9, 53, 22, , 17, , 
2017/10/10, 37, 14, , 13, , 
2017/10/11, 24, 18, , 19, , 
2017/10/12, 32, 28, , 13, , 
2017/10/13, 40, 22, , 14, , 
2017/10/14, 42, 28, , 18, , 
2017/10/15, 58, 41, , 19, , 
2017/10/16, 73, 39, , 17, , 
2017/10/17, 49, 49, , 36, , 
2017/10/18, 67, 54, , 16, , 
2017/10/19, 82, 33, , 18, , 
2017/10/20, 39, 24, , 7, , 
2017/10/21, 31, 20, , 20, , 
2017/10/22, 31, 20, , 20, , 
2017/10/23, 29, 19, , 12, , 
2017/10/24, 32, 22, , 27, , 
2017/10/25, 33, 37, , 31, , 
2017/10/26, 62, 37, , 37, , 
2017/10/27, 60, 34, , 24, , 
2017/10/28, 54, 20, , 16, , 
2017/10/29, 33, 31, , 33, , 
2017/10/30, 45, 39, , 25, , 
2017/10/31, 63, 27, , 36, , 
2017/11/1, 58, 38, , 34, , 
2017/11/2, 79, 48, , 32, , 
2017/11/3, 103, 40, , 23, , 
2017/11/4, 102, 24, , 26, , 
2017/11/5, 66, 30, , 30, , 
2017/11/6, 84, 24, , 19, , 
2017/11/7, 55, 19, , 28, , 
2017/11/8, 42, 32, , 35, , 
2017/11/9, 58, 30, , 25, , 
2017/11/10, 51, 28, , 30, , 
2017/11/11, 53, 18, , 14, , 
2017/11/12, 50, 23, , 29, , 
2017/11/13, 28, 33, , 25, , 
2017/11/14, 48, 26, , 29, , 
2017/11/15, 56, 31, , 28, , 
2017/11/16, 71, 48, , 43, , 
2017/11/17, 60, 45, , 30, , 
2017/11/18, 61, 26, , 29, , 
2017/11/19, 54, 26, , 21, , 
2017/11/20, 57, 18, , 18, , 
2017/11/21, 48, , , , , 
2017/11/23, 39, 42, , 42, , 
2017/11/24, 50, 54, , 32, , 
2017/11/25, 93, 27, , 23, , 
2017/11/26, 43, 19, , 29, , 
2017/11/27, 36, 26, , 29, , 
2017/11/28, 46, 36, , 25, , 
2017/11/29, 50, 34, , 25, , 
2017/11/30, 43, 21, , 24, , 
2017/12/1, 42, 29, , 34, , 
2017/12/2, 59, 25, , 27, , 
2017/12/3, 64, 23, , 37, , 
2017/12/4, 55, 35, , 34, , 
2017/12/5, 54, 24, , 21, , 
2017/12/6, 39, 18, , 18, , 
2017/12/7, 36, 26, , 28, , 
2017/12/8, 35, 22, , 32, , 
2017/12/9, 37, 22, , 23, , 
2017/12/10, 48, 12, , 24, , 
2017/12/11, 47, 21, , 32, , 
2017/12/12, 61, 18, , 23, , 
2017/12/13, 51, 15, , 27, , 
2017/12/14, 29, 17, , 26, , 
2017/12/15, 38, 22, , 31, , 
2017/12/16, 50, 22, , 23, , 
2017/12/17, 59, 24, , 41, , 
2017/12/18, 56, 45, , 33, , 
2017/12/19, 98, 24, , 27, , 
2017/12/20, 76, 18, , 22, , 
2017/12/21, 68, 20, , 39, , 
2017/12/22, 56, 14, , 18, , 
2017/12/23, 47, 7, , 9, , 
2017/12/24, 24, 8, , 4, , 
2017/12/25, 21, 9, , 12, , 
2017/12/26, 20, 9, , 15, , 
2017/12/27, 22, 15, , 30, , 
2017/12/28, 37, 19, , 19, , 
2017/12/29, 54, 21, , 14, , 
2017/12/30, 39, 21, , 8, , 
2017/12/31, 42, 15, , 15, , 
2017/7/1, 36, 23, , 21, , 
2017/7/2, 25, 18, , 18, , 
2017/7/3, 32, 27, , 24, , 
2017/7/4, 35, 26, , 22, , 
2017/7/5, 34, 23, , 28, , 
2017/7/6, 36, 39, , 28, , 
2017/7/7, 55, 23, , 21, , 
2017/7/8, 39, 20, , 19, , 
2017/7/9, 45, 23, , 25, , 
2017/7/10, 43, 23, , 17, , 
2017/7/11, 34, 16, , 21, , 
2017/7/12, 34, 29, , 24, , 
2017/7/13, 38, 31, , 21, , 
2017/7/14, 42, 33, , 19, , 
2017/7/15, 40, 21, , 13, , 
2017/7/16, 27, 22, , 26, , 
2017/7/17, 33, 29, , 21, , 
2017/7/18, 41, 34, , 22, , 
2017/7/19, 53, 26, , 19, , 
2017/7/20, 44, 26, , 16, , 
2017/7/21, 33, 19, , 16, , 
2017/7/22, 27, 17, , 16, , 
2017/7/23, 28, 19, , 19, , 
2017/7/24, 26, 26, , 23, , 
2017/7/25, 39, 26, , 16, , 
2017/7/26, 45, 26, , 16, , 
2017/7/27, 32, 27, , 10, , 
2017/7/28, 27, 20, , 15, , 
2017/7/29, 20, 19, , 10, , 
2017/7/30, 17, 21, , 14, , 
2017/7/31, 18, 20, , 18, , 
2017/8/1, 29, 18, , 17, , 
2017/8/2, 23, 15, , 11, , 
2017/8/4, 22, 20, , 22, , 
2017/8/5, 27, 17, , 17, , 
2017/8/6, 21, 18, , 23, , 
2017/8/7, 28, 24, , 21, , 
2017/8/8, 34, 17, , 21, , 
2017/8/9, 35, 19, , 24, , 
2017/8/10, 29, 30, , 23, , 
2017/8/11, 48, 20, , 17, , 
2017/8/12, 30, 21, , 20, , 
2017/8/13, 31, 23, , 24, , 
2017/8/14, 36, 34, , 32, , 
2017/8/15, 48, 33, , 18, , 
2017/8/23, 65, 28, , 21, , 
2017/8/24, 44, 30, , 23, , 
2017/8/25, 46, 32, , 27, , 
2017/8/26, 56, 33, , 24, , 
2017/8/27, 58, 28, , 23, , 
2017/8/28, 64, 35, , 26, , 
2017/8/29, 63, 33, , 26, , 
2017/8/30, 51, 26, , 23, , 
2017/8/31, 48, 22, , 31, , 
2017/9/1, 47, 24, , 25, , 
2017/9/2, 50, 20, , 12, , 
2017/9/3, 49, 13, , 13, , 
2017/9/4, 24, 16, , 14, , 
2017/9/5, 27, , , , , 
2017/9/11, 24, 18, , 17, , 
2017/9/12, 26, 22, , 17, , 
2017/9/13, 18, 29, , 26, , 
2017/9/14, 15, 36, , 29, , 
2017/9/15, 25, 33, , 23, , 
2017/9/16, 37, 25, , 22, , 
2017/9/17, 30, 29, , 25, , 
2017/9/18, 32, 34, , 34, , 
2017/9/19, 41, 35, , 23, , 
2017/9/20, 48, 29, , 22, , 
2017/9/21, 34, 30, , 25, , 
2017/9/22, 38, 26, , 18, , 
2017/9/23, 28, 22, , 16, , 
2017/9/24, 47, 34, , 35, , 
2017/9/25, 73, 49, , 28, , 
2017/9/26, 94, 40, , 21, , 
2017/9/27, 120, 26, , 24, , 
2017/9/28, 63, 25, , 19, , 
2017/9/29, 36, 30, , 19, , 
2017/9/30, 43, 17, , 8, , 
2017/6/16, 33, 29, , 26, , 
2017/6/17, 47, 42, , 25, , 
2017/6/18, 46, 32, , 25, , 
2017/6/19, 55, 32, , 27, , 
2017/6/20, 74, 39, , 26, , 
2017/6/21, 60, 36, , 28, , 
2017/6/22, 72, 49, , 24, , 
2017/6/23, 47, 43, , 19, , 
2017/6/24, 19, 27, , 12, , 
2017/6/25, 13, 18, , 12, , 
2017/6/26, 21, 28, , 24, , 
2017/6/27, 37, 31, , 28, , 
2017/6/28, 60, 30, , 22, , 
2017/6/29, 30, 28, , 30, , 
2017/6/30, 36, 32, , 25, , 
2021/11/14, , 23, 6, 23, , 1
2021/11/15, , 31, 5, 19, , 2
2021/11/16, , 24, 11, 23, , 1
2021/7/15, , 15, 28, 14, , 1
2021/3/31, , 49, 30, 19, , 3
2021/5/2, , 16, 40, 5, , 
2021/5/9, , 19, 33, 9, 2, 
2021/6/17, , 19, 22, 13, , 1
2021/6/18, , 14, 22, 13, , 1
2021/6/19, , 19, 22, 10, , 1
2021/6/20, , 14, 25, 17, , 1
2021/6/21, , 16, 27, 11, , 1
2021/6/22, , 22, 35, 21, , 1
2021/1/3, , 8, 17, 10, , 2
2021/3/29, , 34, 40, 29, 1, 1
2021/3/30, , 50, 30, 37, 1, 2
2020/10/11, , 15, , 19, 1, 3
2020/7/10, , 13, 26, 12, , 
2020/7/12, , 15, 27, 15, , 
2020/7/13, , 18, 23, 13, 1, 1
2020/7/14, , 17, 18, 15, , 1
2020/7/22, , 22, 39, 13, 1, 1
2020/8/30, , 11, 28, 29, , 2
2020/9/9, , 23, 25, 20, , 
2020/9/10, , 30, 22, 19, 2, 1
2020/9/11, , 11, 23, 12, 2, 2
2020/5/19, , 20, 33, 16, , 3
2019/12/31, , 31, , 17, , 
2020/1/9, , 15, 20, 25, 2, 4
2020/1/10, , 18, 30, 4, 1, 4
2020/2/9, , 15, , 14, , 
2019/9/30, , 16, 25, 16, , 1
2019/10/2, , 21, 21, 17, 1, 2
2019/10/6, , 15, 20, 20, , 1
2019/12/18, , 17, 23, 9, 6, 4
2019/7/23, , 13, 36, 24, , 4
2019/7/31, , 20, 27, 21, , 3
2019/8/19, , 12, 31, 16, , 3
2019/9/1, , 9, 25, 19, , 3
2019/9/2, , 10, 24, 13, , 3
2019/9/3, , 10, 22, 12, 2, 3
2019/9/4, , 9, 25, 17, 2, 3
2019/9/5, , 10, 18, 16, 2, 4
2019/9/26, , 18, 21, 10, , 1
2019/9/29, , 10, 9, 15, , 3
2019/5/6, , 17, , 28, , 3
2019/6/21, , 11, 33, 12, , 2
2018/10/14, , 12, , 31, , 
2018/11/9, , 19, , 6, , 
2018/12/3, , 14, , 27, , 
2018/12/6, , 11, , 15, , 
2018/12/7, , 14, , 13, , 
2018/12/8, , 12, , 17, , 
2018/12/9, , 16, , 28, , 
2018/12/10, , 28, , 26, , 
2018/12/11, , 25, , 19, , 
2018/6/18, , 20, , 17, , 
2017/11/22, , 28, , 22, , 
2017/8/3, , 19, , 21, , 
2017/8/16, , 21, , 14, , 
2017/8/17, , 22, , 15, , 
2017/8/18, , 20, , 17, , 
2017/8/19, , 21, , 13, , 
2017/8/20, , 16, , 16, , 
2017/8/21, , 21, , 15, , 
2017/8/22, , 29, , 25, , 
2017/9/10, , 16, , 18, , 
2017/4/1, , 22, , 23, , 
2017/4/2, , 19, , 23, , 
2017/4/3, , 27, , 22, , 
2017/4/4, , 34, , 30, , 
2017/4/5, , 38, , 22, , 
2017/4/6, , 41, , 36, , 
2017/4/7, , 48, , 38, , 
2017/4/8, , 48, , 29, , 
2017/4/9, , 42, , 20, , 
2017/4/10, , 33, , 20, , 
2017/4/11, , 34, , 30, , 
2017/4/12, , 37, , 26, , 
2017/4/13, , 50, , 33, , 
2017/4/14, , 37, , 24, , 
2017/4/15, , 23, , 16, , 
2017/4/16, , 22, , 20, , 
2017/4/17, , 20, , 17, , 
2017/4/18, , 27, , 26, , 
2017/4/19, , 35, , 33, , 
2017/4/20, , 37, , 31, , 
2017/4/21, , 51, , 36, , 
2017/4/22, , 43, , 23, , 
2017/4/23, , 25, , 18, , 
2017/4/24, , 33, , 28, , 
2017/4/25, , 42, , 20, , 
2017/4/26, , 33, , 19, , 
2017/4/27, , 36, , 29, , 
2017/4/28, , 42, , 33, , 
2017/4/29, , 35, , 19, , 
2017/4/30, , 20, , 10, , 
2017/5/1, , 16, , 16, , 
2017/5/2, , 23, , 28, , 
2017/5/3, , 39, , 28, , 
2017/5/4, , 39, , 26, , 
2017/5/5, , 41, , 22, , 
2017/5/6, , 32, , 16, , 
2017/5/7, , 30, , 14, , 
2017/5/8, , 29, , 23, , 
2017/5/9, , 35, , 29, , 
2017/5/10, , 30, , 19, , 
2017/5/11, , 38, , 32, , 
2017/5/12, , 42, , 23, , 
2017/5/13, , 26, , 15, , 
2017/5/14, , 26, , 17, , 
2017/5/15, , 26, , 18, , 
2017/5/16, , 25, , 12, , 
2017/5/17, , 21, , 26, , 
2017/5/18, , 32, , 32, , 
2017/5/19, , 35, , 27, , 
2017/5/20, , 31, , 17, , 
2017/5/21, , 23, , 12, , 
2017/5/22, , 23, , 20, , 
2017/5/23, , 39, , 27, , 
2017/5/24, , 48, , 33, , 
2017/5/25, , 41, , 17, , 
2017/5/26, , 26, , 20, , 
2017/5/27, , 30, , 15, , 
2017/5/28, , 23, , 18, , 
2017/5/29, , 24, , 16, , 
2017/5/30, , 28, , 18, , 
2017/5/31, , 35, , 23, , 
2017/6/1, , 26, , 15, , 
2017/6/2, , 29, , 24, , 
2017/6/3, , 31, , 15, , 
2017/6/4, , 20, , 11, , 
2017/6/5, , 19, , 11, , 
2017/6/6, , 21, , 16, , 
2017/6/7, , 24, , 16, , 
2017/6/8, , 21, , 12, , 
2017/6/9, , 19, , 18, , 
2017/6/10, , 24, , 11, , 
2017/6/11, , 18, , 9, , 
2017/6/12, , 22, , 20, , 
2017/6/13, , 42, , 28, , 
2017/6/14, , 36, , 21, , 
2017/6/15, , 32, , 30, , 
2017/1/2, , 12, , 33, , 
2017/1/3, , 21, , 27, , 
2017/1/4, , 16, , 74, , 
2017/1/5, , 41, , 31, , 
2017/1/6, , 53, , 39, , 
2017/1/7, , 22, , 23, , 
2017/1/8, , 26, , 24, , 
2017/1/9, , 18, , 36, , 
2017/1/10, , 21, , 26, , 
2017/1/11, , 30, , 25, , 
2017/1/12, , 26, , 24, , 
2017/1/13, , 18, , 38, , 
2017/1/14, , 23, , 30, , 
2017/1/15, , 23, , 29, , 
2017/1/16, , 16, , 31, , 
2017/1/17, , 20, , 51, , 
2017/1/18, , 51, , 53, , 
2017/1/19, , 67, , 50, , 
2017/1/20, , 61, , 35, , 
2017/1/21, , 50, , 46, , 
2017/1/22, , 49, , 47, , 
2017/1/23, , 68, , 67, , 
2017/1/24, , 61, , 32, , 
2017/1/25, , 50, , 19, , 
2017/1/26, , 25, , 30, , 
2017/1/27, , 38, , 20, , 
2017/1/28, , 25, , 21, , 
2017/1/29, , 14, , 29, , 
2017/1/30, , 11, , 21, , 
2017/1/31, , 11, , 24, , 
2017/2/1, , 17, , 16, , 
2017/2/2, , 18, , 17, , 
2017/2/3, , 22, , 41, , 
2017/2/4, , 19, , 29, , 
2017/2/5, , 20, , 27, , 
2017/2/6, , 26, , 45, , 
2017/2/7, , 30, , 38, , 
2017/2/8, , 50, , 33, , 
2017/2/9, , 49, , 30, , 
2017/2/10, , 47, , 25, , 
2017/2/11, , 35, , 21, , 
2017/2/12, , 40, , 26, , 
2017/2/13, , 45, , 28, , 
2017/2/14, , 49, , 24, , 
2017/2/15, , 33, , 26, , 
2017/2/16, , 23, , 33, , 
2017/2/17, , 48, , 23, , 
2017/2/18, , 35, , 24, , 
2017/2/19, , 33, , 24, , 
2017/2/20, , 30, , 27, , 
2017/2/21, , 23, , 18, , 
2017/2/22, , 16, , 15, , 
2017/2/23, , 22, , 37, , 
2017/2/24, , 43, , 15, , 
2017/2/25, , 37, , 10, , 
2017/2/26, , 12, , 23, , 
2017/2/27, , 9, , 25, , 
2017/2/28, , 16, , 24, , 
2017/3/1, , 17, , 24, , 
2017/3/2, , 26, , 21, , 
2017/3/3, , 35, , 17, , 
2017/3/4, , 20, , 13, , 
2017/3/5, , 16, , 31, , 
2017/3/6, , 18, , 34, , 
2017/3/7, , 40, , 30, , 
2017/3/8, , 30, , 39, , 
2017/3/9, , 34, , 25, , 
2017/3/10, , 38, , 25, , 
2017/3/11, , 33, , 29, , 
2017/3/12, , 35, , 33, , 
2017/3/13, , 38, , 34, , 
2017/3/14, , 45, , 37, , 
2017/3/15, , 52, , 26, , 
2017/3/16, , 52, , 32, , 
2017/3/17, , 50, , 17, , 
2017/3/18, , 38, , 10, , 
2017/3/19, , 19, , 20, , 
2017/3/20, , 15, , 23, , 
2017/3/21, , 26, , 20, , 
2017/3/22, , 35, , 29, , 
2017/3/23, , 29, , 29, , 
2017/3/24, , 41, , 27, , 
2017/3/25, , 35, , 21, , 
2017/3/26, , 23, , 27, , 
2017/3/27, , 29, , 22, , 
2017/3/28, , 42, , 16, , 
2017/3/29, , 32, , 23, , 
2017/3/30, , 29, , 18, , 
2017/3/31, , 31, , 15, , 
2016/10/1, , 18, , 17, , 
2016/10/2, , 17, , 26, , 
2016/10/3, , 30, , 22, , 
2016/10/4, , 31, , 16, , 
2016/10/5, , 26, , 29, , 
2016/10/6, , 25, , 37, , 
2016/10/7, , 28, , 19, , 
2016/10/8, , 28, , 13, , 
2016/10/9, , 20, , 28, , 
2016/10/10, , 24, , 37, , 
2016/10/11, , 26, , 33, , 
2016/10/12, , 29, , 24, , 
2016/10/13, , 29, , 32, , 
2016/10/14, , 40, , , , 
2016/10/16, , 20, , 24, , 
2016/10/17, , 24, , 21, , 
2016/10/18, , 26, , 28, , 
2016/10/19, , 34, , 22, , 
2016/10/20, , 32, , 23, , 
2016/10/21, , 31, , 26, , 
2016/10/22, , 32, , 27, , 
2016/10/23, , 28, , 36, , 
2016/10/24, , 30, , 41, , 
2016/10/25, , 45, , 33, , 
2016/10/26, , 53, , 24, , 
2016/10/27, , 32, , 30, , 
2016/10/28, , 32, , 29, , 
2016/10/29, , 46, , 27, , 
2016/10/30, , 45, , 46, , 
2016/10/31, , 48, , 32, , 
2016/11/1, , 55, , 41, , 
2016/11/2, , 31, , 33, , 
2016/11/3, , 42, , 40, , 
2016/11/4, , 29, , 25, , 
2016/11/5, , 30, , 13, , 
2016/11/6, , 31, , 19, , 
2016/11/7, , 18, , 48, , 
2016/11/8, , 40, , 33, , 
2016/11/9, , 33, , 35, , 
2016/11/10, , 28, , 37, , 
2016/11/11, , 53, , 22, , 
2016/11/12, , 37, , 27, , 
2016/11/13, , 24, , 28, , 
2016/11/14, , 40, , 27, , 
2016/11/15, , 28, , 17, , 
2016/11/16, , 33, , 13, , 
2016/11/17, , 30, , 31, , 
2016/11/18, , 33, , 19, , 
2016/11/19, , 29, , 21, , 
2016/11/20, , 15, , 29, , 
2016/11/21, , 19, , 4, , 
2016/11/22, , 17, , 37, , 
2016/11/23, , 41, , 23, , 
2016/11/24, , 41, , 30, , 
2016/11/25, , 35, , 31, , 
2016/11/26, , 42, , 25, , 
2016/11/27, , 34, , 27, , 
2016/11/28, , 33, , 60, , 
2016/11/29, , 52, , 70, , 
2016/11/30, , 68, , 69, , 
2016/12/1, , 72, , 51, , 
2016/12/2, , 55, , 30, , 
2016/12/3, , 40, , 32, , 
2016/12/4, , 34, , 64, , 
2016/12/5, , 45, , 44, , 
2016/12/6, , 59, , 31, , 
2016/12/7, , 43, , 23, , 
2016/12/8, , 29, , 23, , 
2016/12/9, , 24, , 16, , 
2016/12/10, , 28, , 27, , 
2016/12/11, , 17, , 34, , 
2016/12/12, , 25, , 26, , 
2016/12/13, , 18, , 23, , 
2016/12/14, , 30, , 21, , 
2016/12/15, , 36, , 24, , 
2016/12/16, , 35, , 29, , 
2016/12/17, , 47, , 18, , 
2016/12/18, , 38, , 49, , 
2016/12/19, , 41, , 24, , 
2016/12/20, , 41, , 23, , 
2016/12/21, , 24, , 39, , 
2016/12/22, , 32, , 16, , 
2016/12/23, , 24, , 15, , 
2016/12/24, , 22, , , , 
2016/12/27, , 34, , 49, , 
2016/12/28, , 59, , 43, , 
2016/12/29, , 51, , 21, , 
2016/12/30, , 42, , 19, , 
2016/12/31, , 21, , , , 
2016/7/1, , 19, , 18, , 
2016/7/2, , 20, , 14, , 
2016/7/3, , 19, , 17, , 
2016/7/4, , 22, , 19, , 
2016/7/5, , 21, , 27, , 
2016/7/6, , 26, , 19, , 
2016/7/7, , 34, , 17, , 
2016/7/8, , 23, , 11, , 
2016/7/9, , 26, , 6, , 
2016/7/10, , 16, , 10, , 
2016/7/11, , 19, , 19, , 
2016/7/12, , 20, , 21, , 
2016/7/13, , 28, , 23, , 
2016/7/14, , 34, , 23, , 
2016/7/15, , 37, , 14, , 
2016/7/16, , 25, , 13, , 
2016/7/17, , 22, , 32, , 
2016/7/18, , 31, , 22, , 
2016/7/19, , 31, , 26, , 
2016/7/20, , 41, , 23, , 
2016/7/21, , 44, , 31, , 
2016/7/22, , 40, , 20, , 
2016/7/23, , 40, , 10, , 
2016/7/24, , 20, , 19, , 
2016/7/25, , 27, , 19, , 
2016/7/26, , 36, , 14, , 
2016/7/27, , 28, , 17, , 
2016/7/28, , 28, , 17, , 
2016/7/29, , 27, , 19, , 
2016/7/30, , 37, , 19, , 
2016/7/31, , 28, , 23, , 
2016/8/1, , 22, , 10, , 
2016/8/2, , 17, , 11, , 
2016/8/3, , 17, , 18, , 
2016/8/4, , 23, , 24, , 
2016/8/5, , 28, , 17, , 
2016/8/6, , 26, , 12, , 
2016/8/7, , 19, , 18, , 
2016/8/8, , 32, , 18, , 
2016/8/9, , 31, , 19, , 
2016/8/10, , 29, , 20, , 
2016/8/11, , 31, , 21, , 
2016/8/12, , 31, , 13, , 
2016/8/13, , 30, , 15, , 
2016/8/14, , 21, , 15, , 
2016/8/15, , 27, , 19, , 
2016/8/16, , 27, , 21, , 
2016/8/17, , 31, , 22, , 
2016/8/18, , 39, , 16, , 
2016/8/19, , 34, , 7, , 
2016/8/20, , 29, , 12, , 
2016/8/21, , 20, , 9, , 
2016/8/22, , 22, , 23, , 
2016/8/23, , 25, , 38, , 
2016/8/24, , 42, , 35, , 
2016/8/25, , 51, , 27, , 
2016/8/26, , 51, , 23, , 
2016/8/27, , 33, , 10, , 
2016/8/28, , 29, , 16, , 
2016/8/29, , 16, , 25, , 
2016/8/30, , 27, , 24, , 
2016/8/31, , 29, , 22, , 
2016/9/1, , 24, , 14, , 
2016/9/2, , 23, , 12, , 
2016/9/3, , 19, , 15, , 
2016/9/4, , 15, , 16, , 
2016/9/5, , 15, , 17, , 
2016/9/6, , 19, , 21, , 
2016/9/7, , 24, , 26, , 
2016/9/8, , 32, , 13, , 
2016/9/9, , 33, , 18, , 
2016/9/10, , 21, , 17, , 
2016/9/11, , 19, , 21, , 
2016/9/12, , 20, , 33, , 
2016/9/13, , 35, , 31, , 
2016/9/14, , 50, , 35, , 
2016/9/15, , 44, , 19, , 
2016/9/16, , 38, , 12, , 
2016/9/17, , 24, , 21, , 
2016/9/18, , 23, , 29, , 
2016/9/19, , 37, , 27, , 
2016/9/20, , 44, , 24, , 
2016/9/21, , 37, , 22, , 
2016/9/22, , 33, , 25, , 
2016/9/23, , 32, , 21, , 
2016/9/24, , 26, , 12, , 
2016/9/25, , 26, , 19, , 
2016/9/26, , 26, , 18, , 
2016/9/27, , 30, , 11, , 
2016/9/28, , 29, , 17, , 
2016/9/29, , 28, , 17, , 
2016/9/30, , 30, , 23, , 
2016/4/1, , 32, , 16, , 
2016/4/2, , 23, , 12, , 
2016/4/3, , 25, , 22, , 
2016/4/4, , 19, , 34, , 
2016/4/5, , 28, , 21, , 
2016/4/6, , 24, , 20, , 
2016/4/7, , 20, , 30, , 
2016/4/8, , 24, , 14, , 
2016/4/9, , 24, , 13, , 
2016/4/10, , 12, , 30, , 
2016/4/11, , 29, , 24, , 
2016/4/12, , 25, , 36, , 
2016/4/13, , 35, , 29, , 
2016/4/14, , 40, , 29, , 
2016/4/15, , 25, , 20, , 
2016/4/16, , 24, , 23, , 
2016/4/17, , 26, , 33, , 
2016/4/18, , 38, , 28, , 
2016/4/19, , 49, , 29, , 
2016/4/20, , 49, , 31, , 
2016/4/21, , 47, , 33, , 
2016/4/22, , 45, , 22, , 
2016/4/23, , 29, , 23, , 
2016/4/24, , 29, , 28, , 
2016/4/25, , 28, , 23, , 
2016/4/26, , 26, , 25, , 
2016/4/27, , 11, , 21, , 
2016/4/28, , 4, , 21, , 
2016/5/1, , 1, , 11, , 
2016/5/2, , 2, , 32, , 
2016/5/3, , 1, , 26, , 
2016/5/5, , 4, , 36, , 
2016/5/6, , 21, , 34, , 
2016/5/7, , 42, , 30, , 
2016/5/8, , 38, , 30, , 
2016/5/9, , 36, , 31, , 
2016/5/10, , 37, , 27, , 
2016/5/11, , 36, , 27, , 
2016/5/12, , 40, , 18, , 
2016/5/13, , 47, , 15, , 
2016/5/14, , 41, , 25, , 
2016/5/15, , 35, , 26, , 
2016/5/16, , 43, , 27, , 
2016/5/17, , 47, , 21, , 
2016/5/18, , 31, , 18, , 
2016/5/19, , 26, , 19, , 
2016/5/20, , 30, , 11, , 
2016/5/21, , 29, , 19, , 
2016/5/22, , 22, , 21, , 
2016/5/23, , 32, , 24, , 
2016/5/24, , 35, , 23, , 
2016/5/25, , 35, , 23, , 
2016/5/26, , 38, , 28, , 
2016/5/27, , 33, , 25, , 
2016/5/28, , 34, , 12, , 
2016/5/29, , 28, , 9, , 
2016/5/30, , 25, , 12, , 
2016/5/31, , 29, , 15, , 
2016/6/1, , 17, , 16, , 
2016/6/2, , 21, , 21, , 
2016/6/3, , 24, , 19, , 
2016/6/4, , 29, , 20, , 
2016/6/5, , 33, , 25, , 
2016/6/6, , 37, , 34, , 
2016/6/7, , 33, , 42, , 
2016/6/8, , 41, , 24, , 
2016/6/9, , 37, , 29, , 
2016/6/10, , 28, , 27, , 
2016/6/11, , 31, , 15, , 
2016/6/12, , 24, , 25, , 
2016/6/13, , 24, , 15, , 
2016/6/14, , 24, , 16, , 
2016/6/15, , 22, , 18, , 
2016/6/16, , 23, , 27, , 
2016/6/17, , 32, , 20, , 
2016/6/18, , 34, , 15, , 
2016/6/19, , 28, , 16, , 
2016/6/20, , 16, , 21, , 
2016/6/21, , 30, , 16, , 
2016/6/22, , 28, , 23, , 
2016/6/23, , 22, , 17, , 
2016/6/24, , 28, , 17, , 
2016/6/25, , 25, , 17, , 
2016/6/26, , 22, , 18, , 
2016/6/27, , 24, , 20, , 
2016/6/28, , 33, , 14, , 
2016/6/29, , 28, , 17, , 
2016/6/30, , 24, , 19, , 
2016/1/4, , 16, , 25, , 
2016/1/5, , 17, , 41, , 
2016/1/6, , 28, , 27, , 
2016/1/7, , 24, , 34, , 
2016/1/8, , 18, , 15, , 
2016/1/9, , 16, , 12, , 
2016/1/10, , 12, , 32, , 
2016/1/11, , 14, , 28, , 
2016/1/12, , 20, , 30, , 
2016/1/13, , 31, , 22, , 
2016/1/14, , 22, , 32, , 
2016/1/15, , 28, , 35, , 
2016/1/16, , 42, , 22, , 
2016/1/17, , 46, , 18, , 
2016/1/18, , 18, , 67, , 
2016/1/19, , 40, , 54, , 
2016/1/20, , 75, , 35, , 
2016/1/21, , 51, , 24, , 
2016/1/22, , 30, , 27, , 
2016/1/23, , 28, , 12, , 
2016/1/24, , 17, , 15, , 
2016/1/25, , 13, , 11, , 
2016/1/26, , 20, , 17, , 
2016/1/27, , 10, , 20, , 
2016/1/28, , 19, , 9, , 
2016/1/29, , 18, , 17, , 
2016/1/30, , 14, , 14, , 
2016/1/31, , 19, , 13, , 
2016/2/1, , 14, , 24, , 
2016/2/2, , 36, , 30, , 
2016/2/3, , 29, , 24, , 
2016/2/4, , 29, , 13, , 
2016/2/5, , 19, , 4, , 
2016/2/6, , 14, , 8, , 
2016/2/7, , 13, , 13, , 
2016/2/8, , 16, , 29, , 
2016/2/9, , 26, , 46, , 
2016/2/10, , 28, , 42, , 
2016/2/11, , 41, , 30, , 
2016/2/12, , 29, , 28, , 
2016/2/13, , 26, , 12, , 
2016/2/14, , 26, , 24, , 
2016/2/15, , 28, , 33, , 
2016/2/16, , 38, , 29, , 
2016/2/17, , 33, , 38, , 
2016/2/18, , 26, , 24, , 
2016/2/19, , 37, , 15, , 
2016/2/20, , 14, , 8, , 
2016/2/21, , 9, , 25, , 
2016/2/22, , 19, , 35, , 
2016/2/23, , 42, , 62, , 
2016/2/24, , 60, , 45, , 
2016/2/25, , 60, , 29, , 
