date, pm25, pm10, o3, no2, so2, co
2020/4/9, 80, 53, 74, 3, , 
2020/4/10, 73, 51, 53, 3, , 
2020/4/11, 79, 41, 53, 3, , 
2020/4/12, 59, 44, 78, 5, , 2
2020/4/13, 62, 51, 67, 4, , 3
2020/4/14, 80, 46, 68, 3, , 2
2020/4/15, 64, 52, 78, 3, , 1
2020/4/16, 71, 51, 77, 3, , 2
2020/4/17, 70, 51, 63, 3, , 2
2020/4/18, 76, 31, 32, 2, , 2
2020/4/19, 48, 33, 46, 2, , 2
2020/4/20, 53, 50, 47, 2, , 3
2020/4/21, 78, 60, 60, 4, 1, 5
2020/4/22, 90, 44, 38, 5, 1, 4
2020/4/23, 73, 56, 30, 5, , 4
2020/4/24, 101, 56, 68, 4, 1, 3
2020/4/25, 85, 43, 57, 3, 1, 3
2020/4/26, 60, 43, 62, 4, 1, 3
2020/4/27, 58, 54, 68, 2, 1, 3
2020/4/28, 64, 54, 71, 2, , 3
2020/4/29, 66, 47, 62, 2, 1, 3
2020/4/30, 68, 39, 59, 2, , 2
2020/5/1, 67, 29, 38, 2, , 2
2020/5/2, 43, 18, 33, 2, , 2
2020/5/3, 32, 27, 39, 2, , 2
2020/5/4, 36, 26, 50, 3, , 3
2020/5/5, 45, 14, 24, 2, , 2
2020/5/6, 29, 12, 27, 1, , 2
2020/5/7, 20, 20, 32, 2, , 2
2020/5/8, 26, 19, 23, 3, , 2
2020/5/9, 27, 21, 29, 2, , 2
2020/5/10, 22, 27, 40, 1, , 2
2020/5/11, 43, 41, 41, 2, , 4
2020/5/12, 62, 38, 67, 2, , 4
2020/5/13, 50, 33, 50, 1, , 3
2020/5/14, 32, 40, 59, 2, 1, 3
2020/5/15, 24, 30, 38, 1, 1, 2
2020/5/16, 20, 31, 36, 1, 1, 1
2020/5/17, 19, 26, 27, 1, 1, 2
2020/5/18, 18, 19, 28, 1, 1, 2
2020/5/19, 18, 19, 28, 1, 1, 2
2020/5/20, 17, 22, 20, 1, 1, 2
2020/5/21, 18, 11, 21, 1, 1, 2
2020/5/22, 20, 23, 27, 1, 1, 2
2020/5/23, 27, 45, 48, 1, 1, 3
2020/5/24, 32, 39, 46, 1, 1, 3
2020/5/25, 27, 30, 23, 1, 1, 2
2020/5/26, 26, 22, 46, 1, 1, 1
2020/5/27, 27, 36, 27, 1, , 1
2020/5/28, 29, 36, 30, 2, , 1
2020/5/29, 29, 27, 30, 1, , 1
2020/5/30, 29, 26, 72, 1, , 
2020/5/31, 30, 22, 72, 1, , 
2020/6/1, 32, 15, 41, 1, , 
2020/6/2, 26, 16, 26, 1, , 
2020/6/3, 28, 15, 28, 1, , 
2020/6/4, 31, 17, 25, 1, , 1
2020/6/5, 35, 18, 43, 1, , 1
2020/6/6, 30, 21, 61, 1, , 
2020/6/7, 31, 20, 27, 1, , 
2020/6/8, 29, 28, 21, 1, , 1
2020/6/9, 34, 29, 43, 2, 1, 1
2020/6/10, 40, 33, 33, 1, , 2
2020/6/11, 49, 35, 37, 2, , 2
2020/6/12, 46, 41, 37, 1, , 2
2020/6/13, 50, 41, 32, 1, , 1
2020/6/14, 43, 22, 33, 1, , 1
2020/6/15, 33, 21, 25, 1, , 1
2020/6/16, 42, 25, 34, 1, 1, 1
2020/6/17, 18, 20, 30, 1, 1, 1
2020/6/18, 24, 22, 29, 1, , 1
2020/6/19, 30, 22, 28, 1, , 1
2020/6/20, 30, 22, 18, 1, , 1
2020/6/21, 29, 21, 21, 1, , 1
2020/6/22, 22, 19, 18, 1, , 1
2020/6/23, 26, 24, 23, 1, , 1
2020/6/24, 26, 21, 25, 1, , 1
2020/6/25, 22, 20, 27, 1, , 1
2020/6/26, 27, 26, 29, 1, , 1
2020/6/27, 34, 30, 26, 1, , 1
2020/6/28, 23, 24, 29, 2, , 1
2020/6/29, 28, 21, 20, 1, , 1
2020/6/30, 24, 26, 19, 1, , 1
2020/1/1, 75, 52, 6, 4, , 
2020/1/2, 72, 91, 55, 8, 1, 4
2020/1/3, 133, 57, 11, 5, , 3
2020/1/4, 82, 53, 46, 4, , 3
2020/1/5, 77, 76, 60, 5, , 3
2020/1/6, 108, 54, 41, 3, , 3
2020/1/7, 79, 48, 70, 6, , 3
2020/1/8, 77, 74, 62, 6, , 6
2020/1/9, 109, 102, 62, 4, , 4
2020/1/10, 79, 71, 52, 5, , 5
2020/1/11, 121, 107, 31, 6, , 4
2020/1/12, 69, 53, 20, 8, 1, 5
2020/1/13, 78, 61, 48, 8, 1, 4
2020/1/14, 87, 46, 62, 5, , 3
2020/1/15, 67, 40, 41, 3, , 3
2020/1/16, 51, 42, 30, 8, , 4
2020/1/17, 64, 59, 49, 7, 1, 3
2020/1/18, 85, 64, 59, 6, 1, 4
2020/1/19, 108, 91, 53, 6, 1, 4
2020/1/20, 89, 56, 65, 5, , 4
2020/1/21, 89, 58, 69, 5, 1, 4
2020/1/22, 97, 52, 64, 3, , 4
2020/1/23, 69, 55, 52, 3, , 4
2020/1/24, 73, 58, 44, 4, , 4
2020/1/25, 77, 36, 28, 3, , 4
2020/1/26, 34, 26, 37, 3, , 4
2020/1/27, 30, 38, 20, 5, , 4
2020/1/28, 48, 36, 31, 8, , 2
2020/1/29, 51, 40, 50, 5, , 2
2020/1/30, 64, 49, 48, 4, , 4
2020/1/31, 75, 84, 51, 2, , 3
2020/2/1, 100, 45, 53, 2, , 3
2020/2/2, 65, 49, 57, 3, , 3
2020/2/3, 65, 49, 40, 6, , 4
2020/2/4, 75, 56, 48, 6, 1, 4
2020/2/5, 86, 55, 51, 4, 1, 4
2020/2/6, 72, 56, 38, 4, , 3
2020/2/7, 66, 56, 47, 5, 1, 4
2020/2/8, 73, 59, 49, 5, 1, 5
2020/2/9, 88, 55, 14, 6, 1, 5
2020/2/10, 86, , , , , 
2019/12/10, 71, 34, 47, 4, , 3
2019/12/11, 71, 84, 53, 3, , 2
2019/12/12, 104, 40, 43, 3, , 1
2019/12/13, 61, 23, 54, 2, , 1
2019/12/14, 39, 54, 53, 3, , 3
2019/12/15, 79, 49, 54, 2, , 2
2019/12/16, 71, , , , , 
2019/12/23, 75, 64, 8, 2, , 
2019/12/24, 90, 47, 23, 4, , 3
2019/12/25, 68, 52, 59, 7, 1, 3
2019/12/26, 75, 44, 14, 8, , 4
2019/12/27, 66, 82, 20, 11, 1, 5
2019/12/28, 121, 43, 14, 6, 1, 4
2019/12/29, 63, , , , , 
2021/5/28, , 11, 14, 2, 1, 3
2020/10/11, , 14, 47, 4, 1, 7
2020/12/27, , 51, 39, 5, 1, 3
2020/4/3, , 60, 37, 6, 1, 1
2019/12/31, , 54, 35, 7, , 4
2019/12/9, , 37, 38, 4, , 2
2019/12/22, , 37, 27, 1, , 4
2020/10/9, , , 65, 5, 2, 7
2020/10/10, , , 55, 3, 2, 7
