date, pm25, pm10, o3, no2, so2, co
2021/6/3, 14, 27, 25, 1, 1, 2
2021/6/4, 15, 11, 26, 1, , 3
2021/6/5, 14, 31, 30, , , 3
2021/6/6, 15, 16, 26, 1, 1, 3
2021/6/7, 15, 26, 40, 1, 1, 3
2021/6/8, 24, 23, 35, 1, 1, 2
2021/6/9, 19, 24, 36, 2, 1, 3
2021/6/10, 28, 34, 41, 1, 1, 3
2021/6/11, 35, 27, 36, 1, 1, 3
2021/6/12, 41, 19, 28, 1, 1, 2
2021/6/13, 19, 17, 21, 1, 1, 2
2021/6/14, 29, 16, 22, 1, 1, 2
2021/6/15, 25, 23, 13, 1, 1, 3
2021/6/16, 26, 29, 21, 1, , 3
2021/6/17, 26, 25, 23, 1, 1, 2
2021/6/18, 24, 25, 16, 1, , 3
2021/6/19, 18, 20, 13, 1, , 3
2021/6/20, 22, 15, 17, 1, , 3
2021/6/21, 24, 14, 22, 1, , 3
2021/6/22, 24, 17, 29, 1, , 3
2021/6/23, 23, 16, 35, 2, 1, 3
2021/6/24, 28, 19, 33, 1, 1, 3
2021/6/25, 27, 15, 23, 1, 1, 3
2021/6/26, 34, 20, 22, 1, 1, 3
2021/6/27, 23, 18, 17, 2, , 3
2021/6/28, 26, 22, 19, 1, 1, 3
2021/6/29, 29, 34, 26, 1, 1, 3
2021/6/30, 45, 31, 30, 2, 1, 3
2021/1/4, 69, 48, 37, 4, 1, 2
2021/1/5, 67, 49, 27, 8, 1, 4
2021/1/6, 84, 37, 20, 10, 1, 4
2021/1/7, 72, 30, 13, 8, 1, 3
2021/1/8, 68, 39, 24, 8, 1, 3
2021/1/9, 77, 43, 42, 5, 1, 3
2021/1/10, 89, 47, 23, 8, 1, 3
2021/1/11, 96, 40, 29, 6, 1, 3
2021/1/12, 88, 41, 41, 4, 1, 2
2021/1/13, 84, 36, 52, 3, 1, 2
2021/1/14, 68, 51, 77, 5, 2, 2
2021/1/15, 103, 59, 85, 5, 2, 3
2021/1/16, 120, 61, 37, 3, 1, 3
2021/1/17, 106, 52, 43, 4, 1, 3
2021/1/18, 88, 60, 61, 4, 1, 3
2021/1/19, 109, 60, 44, 4, 1, 3
2021/1/20, 115, 62, 48, 6, 1, 4
2021/1/21, 122, 59, 27, 6, 1, 4
2021/1/22, 123, 40, 20, 5, 1, 3
2021/1/23, 92, 56, 43, 3, 1, 4
2021/1/24, 115, 61, 48, 5, 2, 5
2021/1/25, 111, 67, 53, 5, 1, 4
2021/1/26, 117, 72, 48, 7, 1, 6
2021/1/27, 126, 65, 47, 6, 1, 6
2021/1/28, 105, 58, 55, 7, 1, 6
2021/1/29, 97, 62, 60, 4, 1, 4
2021/1/30, 107, 46, 50, 2, 1, 3
2021/1/31, 82, 45, 59, 3, 1, 3
2021/2/1, 88, 58, 73, 6, 1, 4
2021/2/2, 111, 63, 69, 4, 1, 5
2021/2/3, 115, 64, 73, 3, 1, 4
2021/2/4, 118, 63, 69, 3, 1, 4
2021/2/5, 116, 55, 60, 2, 1, 4
2021/2/6, 106, 59, 64, 3, 1, 5
2021/2/7, 130, 61, 62, 3, 1, 5
2021/2/8, 113, 69, 59, 3, 1, 5
2021/2/9, 114, 70, 42, 4, 1, 5
2021/2/10, 117, 36, 27, 2, 1, 4
2021/2/11, 73, 33, 31, 1, 1, 4
2021/2/12, 76, 52, 41, 2, 1, 4
2021/2/13, 117, 60, 40, 3, 1, 4
2021/2/14, 116, 43, 43, 2, 1, 4
2021/2/15, 117, 50, 49, 2, 1, 4
2021/2/16, 117, 58, 43, 4, 1, 5
2021/2/17, 118, 62, 52, 5, 1, 4
2021/2/18, 116, 53, 52, 4, 1, 4
2021/2/19, 117, 47, 63, 3, 1, 3
2021/2/20, 114, 52, 51, 2, 1, 3
2021/2/21, 113, 41, 48, 2, 1, 3
2021/2/22, 86, 59, 58, 5, 1, 4
2021/2/23, 105, 84, 55, 5, 1, 5
2021/2/24, 136, 65, 40, 3, 1, 4
2021/2/25, 106, 41, 41, 3, 1, 4
2021/2/26, 84, 71, 46, 7, 1, 6
2021/2/27, 142, 59, 49, 5, 1, 5
2021/2/28, 108, 50, 46, 2, 1, 4
2021/3/1, 86, 54, 34, 6, 1, 5
2021/3/2, 91, 57, 33, 8, 1, 5
2021/3/3, 100, 63, 47, 6, 1, 4
2021/3/4, 104, 55, 50, 6, 1, 5
2021/3/5, 109, 41, 48, 4, 1, 5
2021/3/6, 113, 37, 35, 7, 1, 5
2021/3/7, 130, 52, 44, 5, 1, 4
2021/3/8, 115, 62, 47, 5, 1, 4
2021/3/9, 124, 66, 58, 5, 1, 4
2021/3/10, 136, 66, 68, 4, 1, 4
2021/3/11, 136, 63, 58, 3, 1, 4
2021/3/12, 125, 63, 67, 4, 2, 5
2021/3/13, 125, 63, 60, 3, 1, 4
2021/3/14, 125, 61, 55, 3, 1, 4
2021/3/15, 116, 47, 51, 2, 1, 3
2021/3/16, 53, 43, 41, 2, 1, 3
2021/3/17, 54, 57, 42, 4, 1, 4
2021/3/18, 79, 58, 42, 4, 1, 4
2021/3/19, 82, 51, 47, 2, 1, 4
2021/3/20, 79, 83, 46, 6, 1, 6
2021/3/21, 137, 65, 27, 9, 1, 6
2021/3/22, 117, 58, 42, 9, 1, 5
2021/3/23, 99, 48, 28, 6, 1, 5
2021/3/24, 75, 42, 60, 5, 1, 4
2021/3/25, 64, 55, 63, 5, 1, 4
2021/3/26, 88, 52, 59, 5, 1, 4
2021/3/27, 78, 45, 29, 1, 1, 4
2021/3/28, 52, 45, 47, 2, 1, 4
2021/3/29, 53, 43, 32, 2, 1, 4
2021/3/30, 50, 35, 37, 2, 1, 3
2021/3/31, 41, 37, 42, 2, 1, 3
2020/10/1, 75, 30, 61, 2, 2, 7
2020/10/2, 67, 33, 61, 4, 2, 7
2020/10/3, 72, 35, 67, 2, 2, 7
2020/10/4, 75, 41, 72, 4, 2, 8
2020/10/5, 86, 35, 71, 6, 2, 8
2020/10/6, 76, 26, 59, 7, 2, 7
2020/10/7, 62, 13, 34, 6, 2, 8
2020/10/8, 35, , 67, 4, 2, 7
2020/10/12, 35, 13, 51, 5, 1, 7
2020/10/13, 33, 14, 60, 5, 2, 7
2020/10/14, 36, 14, 56, 4, 1, 7
2020/10/15, 39, 18, 64, 5, 2, 7
2020/10/16, 44, 16, 44, 4, 2, 8
2020/10/17, 41, 6, 41, 5, 3, 7
2020/10/18, 17, 23, 31, 10, 4, 6
2020/10/19, 58, 24, 68, 6, 1, 5
2020/10/20, 59, 25, 61, 5, 1, 5
2020/10/21, 58, 20, 40, 6, , 5
2020/10/22, 49, 20, 26, 7, 1, 6
2020/10/23, 51, 27, 51, 6, 1, 6
2020/10/24, 62, 33, 67, 6, 1, 6
2020/10/25, 73, 21, 60, 5, 1, 5
2020/10/26, 54, 20, 63, 5, 1, 5
2020/10/27, 50, 25, 67, 4, 1, 5
2020/10/28, 60, 35, 63, 6, 1, 5
2020/10/29, 76, 33, 58, 8, 1, 5
2020/10/30, 73, 33, 52, 7, 1, 5
2020/10/31, 73, 30, 57, 5, 1, 4
2020/11/1, 68, 27, 64, 5, 1, 4
2020/11/2, 63, 40, 64, 7, 1, 4
2020/11/3, 69, 67, 64, 8, 1, 4
2020/11/4, 83, 57, 63, 5, 1, 4
2020/11/5, 67, 56, 44, 5, , 4
2020/11/6, 64, 45, 21, 3, , 4
2020/11/7, 42, 40, 29, 4, , 5
2020/11/8, 51, 46, 19, 6, , 6
2020/11/9, 60, 53, 15, 9, , 5
2020/11/10, 76, 53, 47, 6, 1, 4
2020/11/11, 65, 47, 44, 5, , 4
2020/11/12, 57, 52, 29, 9, , 4
2020/11/13, 73, 55, 20, 9, , 5
2020/11/14, 85, 57, 37, 6, 1, 5
2020/11/15, 92, 60, 39, 5, 1, 5
2020/11/16, 82, 54, 39, 3, , 3
2020/11/17, 58, 44, 48, 3, 1, 3
2020/11/18, 52, 45, 56, 3, 1, 3
2020/11/19, 58, 46, 61, 3, 1, 4
2020/11/20, 60, 56, 58, 4, 1, 5
2020/11/21, 70, 62, 43, 4, 1, 5
2020/11/22, 87, 57, 45, 4, 1, 5
2020/11/23, 77, 59, 52, 7, 1, 5
2020/11/24, 69, 59, 56, 4, 1, 4
2020/11/25, 70, 58, 53, 4, 1, 4
2020/11/26, 71, 58, 53, 5, 1, 4
2020/11/27, 82, 57, 49, 7, 1, 6
2020/11/28, 77, 57, 45, 7, 1, 5
2020/11/29, 77, 52, 30, 6, 1, 5
2020/11/30, 67, 48, 51, 4, 1, 4
2020/12/1, 62, 56, 47, 7, 1, 4
2020/12/2, 69, 46, 35, 8, 1, 4
2020/12/3, 47, 45, 29, 9, 1, 4
2020/12/4, 60, 53, 40, 9, 1, 4
2020/12/5, 69, 53, 45, 7, 1, 4
2020/12/6, 79, 55, 42, 7, 1, 4
2020/12/7, 70, 51, 22, 9, 1, 5
2020/12/8, 72, 42, 16, 9, 1, 5
2020/12/9, 67, 45, 22, 11, , 5
2020/12/10, 67, 56, 26, 9, 1, 5
2020/12/11, 91, 59, 42, 9, 1, 6
2020/12/12, 103, 60, 48, 7, 1, 7
2020/12/13, 113, 62, 45, 6, 1, 6
2020/12/14, 106, 54, 35, 10, 1, 5
2020/12/15, 77, 52, 34, 11, 1, 5
2020/12/16, 78, 52, 41, 11, 1, 5
2020/12/17, 76, 52, 43, 7, 1, 5
2020/12/18, 76, 48, 30, 6, 1, 5
2020/12/19, 62, 51, 34, 7, 1, 5
2020/12/20, 71, 51, 10, 11, 1, 5
2020/12/21, 71, 50, 31, 10, 1, 5
2020/12/22, 69, 52, 17, 7, 1, 4
2020/12/23, 79, 49, 22, 7, 1, 4
2020/12/24, 67, 61, 46, 7, 1, 5
2020/12/25, 116, , , , , 
2020/12/28, 74, 61, 37, 8, 1, 4
2020/12/29, 109, 51, 24, 6, 1, 3
2020/12/30, 60, 52, 16, 10, 1, 3
2020/12/31, 78, 56, 41, 8, 1, 3
2021/1/1, 93, 53, 42, 4, 1, 3
2021/1/2, 82, 49, 41, 3, 1, 2
2021/1/3, 68, 49, 37, 5, 1, 2
2020/7/1, 24, 27, 21, 1, , 1
2020/7/2, 28, 30, 28, 1, , 1
2020/7/3, 29, 35, 33, 1, , 1
2020/7/4, 43, 29, 38, 1, , 1
2020/7/5, 40, 19, 25, 1, , 1
2020/7/6, 13, 10, 30, 2, 1, 2
2020/7/7, 14, 10, 28, 1, 1, 2
2020/7/8, 14, 10, 25, 1, 1, 1
2020/7/9, 14, 10, 31, 1, 1, 1
2020/7/10, 14, 10, 28, 1, 1, 1
2020/7/11, 14, 10, 25, 1, 1, 1
2020/7/12, 14, 9, 30, 1, , 1
2020/7/13, 15, 11, 34, 2, , 1
2020/7/14, 18, 14, 27, 1, , 1
2020/7/15, 20, 10, 15, 1, , 1
2020/7/16, 15, 10, 24, 1, , 1
2020/7/17, 18, 10, 30, 1, , 1
2020/7/18, 21, 10, 27, 1, , 1
2020/7/19, 27, 11, 24, 1, , 1
2020/7/20, 27, 14, 33, 1, , 1
2020/7/21, 24, 22, 41, 1, , 2
2020/7/22, 35, 22, 35, 1, , 2
2020/7/23, 36, 17, 28, 1, , 2
2020/7/24, 29, 16, 22, 1, , 2
2020/7/25, 26, 17, 24, 1, , 2
2020/7/26, 28, 18, 24, 1, , 2
2020/7/27, 30, 17, 27, 1, , 2
2020/7/28, 29, 24, 38, 1, , 2
2020/7/29, 40, 25, 20, 1, , 2
2020/7/30, 40, 26, 42, 1, , 2
2020/7/31, 46, 18, 32, 1, , 2
2020/8/1, 48, 14, 27, 1, , 2
2020/8/2, 39, 10, 17, 1, , 2
2020/8/3, 29, 9, 15, 1, 1, 2
2020/8/4, 28, 14, 31, 1, , 2
2020/8/5, 41, 18, 32, 1, , 3
2020/8/6, 45, 26, 38, 1, , 3
2020/8/7, 56, 26, 36, 1, , 3
2020/8/8, 56, 27, 33, 1, , 3
2020/8/9, 59, 22, 29, 1, , 3
2020/8/10, 52, 15, 16, 1, , 3
2020/8/11, 36, 17, 32, 1, 1, 3
2020/8/12, 41, 13, 37, 1, 1, 3
2020/8/13, 32, 19, 32, 1, 1, 2
2020/8/14, 44, 20, 29, 1, , 3
2020/8/15, 47, 22, 32, 1, 1, 3
2020/8/16, 50, 31, 47, 1, 1, 3
2020/8/17, 66, 25, 40, 1, 1, 3
2020/8/18, 61, 15, 31, 1, 1, 3
2020/8/19, 41, 20, 38, 1, 1, 3
2020/8/20, 49, 26, 42, 1, 1, 3
2020/8/21, 62, 25, 33, 1, 1, 3
2020/8/22, 60, 18, 25, 1, 1, 3
2020/8/23, 44, 15, 30, 1, 1, 3
2020/8/24, 42, 19, 35, 2, 1, 4
2020/8/25, 49, 13, 22, 1, 1, 4
2020/8/26, 38, 8, 15, 1, 1, 4
2020/8/27, 23, 10, 24, 1, 1, 4
2020/8/28, 27, 14, 37, 1, 1, 4
2020/8/29, 38, 14, 30, 1, 1, 4
2020/8/30, 37, 16, 33, 1, 1, 4
2020/8/31, 42, 31, 44, 1, 1, 4
2020/9/1, 68, 32, 39, 1, 1, 3
2020/9/2, 72, 20, 37, 1, 1, 4
2020/9/3, 53, 30, 61, 1, 1, 5
2020/9/4, 68, 49, 58, 2, 2, 7
2020/9/5, 105, 43, 73, 2, 2, 6
2020/9/6, 89, 47, 88, 3, 2, 6
2020/9/7, 97, 40, 56, 1, 1, 5
2020/9/8, 84, 35, 53, 1, 1, 5
2020/9/9, 76, 33, 44, 1, 1, 5
2020/9/10, 73, 19, 26, 1, 1, 4
2020/9/11, 47, 18, 27, 1, 1, 4
2020/9/12, 48, 25, 43, 1, 1, 5
2020/9/13, 59, 33, 48, 1, 1, 5
2020/9/14, 72, 26, 45, 1, 1, 5
2020/9/15, 63, 28, 54, 1, 1, 5
2020/9/16, 65, 45, 73, 2, 1, 6
2020/9/17, 93, 38, 58, 1, 1, 6
2020/9/18, 81, 20, 39, 1, 1, 5
2020/9/19, 51, 18, 41, 1, 1, 5
2020/9/20, 46, 28, 53, 2, 1, 6
2020/9/21, 62, 35, 69, 2, 1, 7
2020/9/22, 76, 35, 70, 2, 1, 7
2020/9/23, 76, 38, 64, 2, 2, 7
2020/9/24, 80, 40, 72, 4, 1, 8
2020/9/25, 84, 33, 61, 2, 2, 7
2020/9/26, 73, 32, 57, 3, 2, 7
2020/9/27, 72, 46, 61, 5, 2, 8
2020/9/28, 94, 50, 57, 5, 2, 7
2020/9/29, 99, 28, 63, 5, 2, 7
2020/9/30, 64, 34, 57, 4, 2, 7
2020/4/4, 85, 55, 49, 4, 1, 1
2020/4/5, 86, 58, 18, 7, 1, 2
2020/4/6, 99, 42, 58, 7, 1, 1
2020/4/7, 104, 54, 63, 5, 1, 
2020/4/8, 81, 55, 78, 5, 1, 
