date, pm25, pm10, o3, no2, so2, co
2021/8/27, 71, 47, 72, 23, 2, 4
2021/8/28, 84, 28, 40, 18, 3, 3
2021/8/29, 64, 35, 45, 22, 3, 4
2021/8/30, 68, 18, 48, 18, 1, 3
2021/8/31, 52, 16, 31, 25, 1, 3
2021/9/1, 45, 8, 30, 25, 1, 3
2021/9/2, 24, 9, 22, 29, 1, 4
2021/9/3, 28, 10, 21, 21, 1, 3
2021/9/4, 28, 8, 30, 9, 1, 2
2021/9/5, 28, 10, 24, 23, 1, 3
2021/9/6, 36, 9, 34, 20, 1, 2
2021/9/7, 34, 14, 33, 28, 2, 4
2021/9/8, 44, 16, 15, 36, 1, 4
2021/9/9, 42, 19, 62, 26, 2, 4
2021/9/10, 49, 26, 44, 26, 2, 5
2021/9/11, 57, 25, 32, 20, 1, 4
2021/9/12, 59, 18, 50, 25, 1, 3
2021/9/13, 56, 17, 29, 26, 1, 4
2021/9/14, 49, 12, 43, 23, 1, 3
2021/9/15, 41, 12, 32, 7, 1, 2
2021/9/16, 36, 16, 25, 16, 3, 4
2021/9/17, 44, 27, 26, 10, 1, 5
2021/9/18, 49, 7, 37, 4, 1, 2
2021/9/19, 30, 11, 37, 7, 1, 3
2021/9/20, 42, 13, 41, 12, 1, 2
2021/9/21, 45, 26, 22, 25, 2, 4
2021/9/22, 57, 21, 42, 21, 2, 4
2021/9/23, 55, 18, 58, 26, 2, 4
2021/9/24, 55, 11, 29, 14, 1, 3
2021/9/25, 34, 10, 28, 11, 1, 2
2021/9/26, 34, 11, 27, 20, 1, 2
2021/9/27, 37, 12, 35, 24, 1, 3
2021/9/28, 44, 12, 32, 23, 1, 3
2021/9/29, 42, 19, 31, 25, 2, 4
2021/9/30, 51, 7, 36, 17, 1, 2
2021/4/1, 1, 11, , 11, , 3
2021/4/5, 1, 7, , 9, , 2
2021/4/6, 1, 9, , 14, , 3
2021/4/7, 1, 8, , 12, , 3
2021/4/8, 1, 6, , 13, , 2
2021/4/9, 1, 8, 35, 10, 1, 3
2021/4/10, 9, 12, 46, 13, 1, 3
2021/4/11, 36, 15, 39, 23, 1, 3
2021/4/12, 38, 25, 35, 29, 1, 4
2021/4/13, 59, 20, 32, 26, 1, 5
2021/4/14, 32, 11, 38, 17, 2, 2
2021/4/15, 26, 14, 36, 28, 1, 3
2021/4/16, 35, 20, 31, 17, 1, 4
2021/4/17, 58, 12, 41, 14, 1, 2
2021/4/18, 35, 17, 46, 32, 1, 3
2021/4/19, 54, 26, 41, 42, 4, 5
2021/4/20, 72, 24, 60, 36, 2, 4
2021/4/21, 71, 15, 42, 25, 1, 2
2021/4/22, 53, 13, 42, 15, 1, 2
2021/4/23, 45, 15, 58, 22, 2, 3
2021/4/24, 49, 17, 54, 16, 1, 3
2021/4/25, 55, 11, 39, 17, 2, 2
2021/4/26, 39, 13, 45, 16, 2, 4
2021/4/27, 43, 15, 42, 25, 1, 2
2021/4/28, 46, 18, 37, 12, 1, 3
2021/4/29, 36, 17, 58, 21, 3, 4
2021/4/30, 48, 24, 59, 19, 3, 4
2021/5/1, 60, 11, 46, 10, 1, 2
2021/5/2, 34, 12, 44, 16, 1, 3
2021/5/3, 37, 17, 50, 18, 4, 3
2021/5/4, 55, 17, 48, 11, 1, 1
2021/5/5, 51, 14, 49, 23, 2, 3
2021/5/6, 41, 19, 42, 38, 2, 3
2021/5/7, 55, 23, 45, 20, 2, 4
2021/5/8, 62, 30, 55, 9, 1, 2
2021/5/9, 78, 26, 46, 25, 1, 3
2021/5/10, 70, 13, 38, 21, 1, 2
2021/5/11, 45, 10, 39, 16, 2, 3
2021/5/12, 31, 9, 33, 15, 1, 3
2021/5/13, 27, 15, 46, 17, 3, 4
2021/5/14, 43, 14, 38, 17, 1, 4
2021/5/15, 42, 15, 36, 13, 1, 5
2021/5/16, 40, 17, 11, 10, 1, 2
2021/5/17, 40, 15, 24, 20, 1, 2
2021/5/18, 42, 13, 19, 32, 1, 3
2021/5/19, 37, 23, 28, 33, 1, 4
2021/5/20, 60, 20, 43, 16, 1, 2
2021/5/21, 44, 18, 45, 21, 1, 3
2021/5/22, 55, 13, 46, 15, 1, 3
2021/5/23, 41, 25, 49, 35, 3, 5
2021/5/24, 66, 20, 68, 27, 1, 4
2021/5/25, 60, 20, 51, 17, 1, 2
2021/5/26, 61, 13, 34, 31, 1, 3
2021/5/27, 44, 19, 48, 30, 2, 4
2021/5/28, 59, 25, 50, 23, 1, 4
2021/5/29, 65, 21, 56, 16, 1, 3
2021/5/30, 61, 11, 46, 14, 1, 3
2021/5/31, 39, 11, 56, 17, 2, 3
2021/6/1, 38, 14, 37, 18, 2, 3
2021/6/2, 42, 15, 38, 16, 1, 3
2021/6/3, 41, 22, 35, 14, 1, 3
2021/6/4, 43, 15, 47, 19, 2, 4
2021/6/5, 45, 19, 38, 22, 3, 3
2021/6/6, 53, 26, 40, 34, 6, 5
2021/6/7, 64, 33, 84, 37, 4, 5
2021/6/8, 75, 23, 80, 29, 1, 3
2021/6/9, 71, 24, 53, 25, 3, 5
2021/6/10, 66, 17, 38, 14, 3, 3
2021/6/11, 59, 16, 29, 14, 1, 3
2021/6/12, 52, 20, 31, 17, 1, 3
2021/6/13, 57, 19, 28, 27, 1, 3
2021/6/14, 54, 16, 50, 24, 2, 4
2021/6/15, 49, 17, 22, 25, 1, 3
2021/6/16, 44, 10, 28, 19, 1, 2
2021/6/17, 36, 15, 44, 18, 2, 4
2021/6/18, 46, 14, 29, 20, 1, 3
2021/6/19, 38, 10, 35, 11, 1, 2
2021/6/20, 26, 16, 47, 23, 3, 3
2021/6/21, 45, 13, 49, 19, 3, 2
2021/6/22, 43, 11, 35, 19, 3, 2
2021/6/23, 34, 20, 39, 19, 2, 4
2021/6/24, 51, 16, 39, 22, 1, 4
2021/6/25, 45, 14, 53, 18, 1, 2
2021/6/26, 44, 13, 46, 13, 2, 2
2021/6/27, 37, 10, 39, 19, 1, 2
2021/6/28, 34, 13, 41, 11, 2, 2
2021/6/29, 31, 16, 43, 10, 1, 2
2021/6/30, 41, 38, 35, 24, 1, 3
2021/1/4, 56, 17, 11, 42, 2, 4
2021/1/5, 58, 12, 22, 29, 1, 3
2021/1/6, 45, 12, 30, 32, 1, 3
2021/1/7, 43, 8, 22, 32, 1, 5
2021/1/8, 34, 8, 29, 33, 1, 5
2021/1/9, 32, 12, 26, 29, 2, 5
2021/1/10, 45, 12, 21, 29, 1, 4
2021/1/11, 45, 20, 12, 42, 2, 5
2021/1/12, 66, 20, 16, 46, 3, 7
2021/1/13, 71, 21, 24, 44, 3, 5
2021/1/14, 66, 19, 21, 41, 2, 4
2021/1/15, 60, 21, 34, 29, 2, 4
2021/1/16, 60, 8, 27, 15, 1, 3
2021/1/17, 32, 15, 27, 32, 1, 4
2021/1/18, 54, 9, 28, 28, 1, 3
2021/1/19, 32, 9, 27, 24, 1, 3
2021/1/20, 33, 29, 18, 43, 3, 7
2021/1/21, 88, 40, 18, 60, 3, 6
2021/1/22, 113, 25, 30, 30, 2, 4
2021/1/23, 81, 9, 28, 12, , 2
2021/1/24, 38, 11, 24, 36, 3, 4
2021/1/25, 44, 18, 12, 47, 2, 5
2021/1/26, 65, 22, 32, 38, 2, 4
2021/1/27, 66, 14, 26, 34, 1, 3
2021/1/28, 52, 13, 33, 33, 2, 3
2021/1/29, 52, 6, 30, 27, 2, 3
2021/1/30, 28, 11, 31, 25, , 4
2021/1/31, 43, 20, 36, 36, 4, 4
2021/2/1, 69, 19, 33, 27, 2, 4
2021/2/2, 49, 11, 25, 33, 1, 4
2021/2/3, 39, 13, 34, 36, 1, 4
2021/2/4, 47, 10, 27, 32, 2, 4
2021/2/5, 38, 27, 25, 50, 3, 7
2021/2/6, 78, 20, 42, 26, 3, 5
2021/2/7, 61, 8, 30, 27, 2, 3
2021/2/8, 28, 7, 28, 26, 1, 3
2021/2/9, 25, 12, 27, 34, 2, 4
2021/2/10, 44, 14, 39, 27, 1, 4
2021/2/11, 50, 18, 28, 38, 2, 4
2021/2/12, 60, 21, 31, 33, 2, 4
2021/2/13, 64, 27, 38, 29, 4, 7
2021/2/14, 73, 17, 28, 35, 2, 5
2021/2/15, 44, 12, 33, 27, 1, 3
2021/2/16, 43, 9, 36, 20, 1, 2
2021/2/17, 31, 7, 29, 25, 1, 2
2021/2/18, 28, 9, 31, 33, 1, 5
2021/2/19, 36, 16, 45, 29, 2, 5
2021/2/20, 55, 31, 47, 31, 3, 7
2021/2/21, 83, 31, 46, 43, 4, 6
2021/2/22, 84, 9, 36, 20, 1, 3
2021/2/23, 32, 7, 33, 23, 1, 2
2021/2/24, 24, 14, 31, 24, 2, 5
2021/2/25, 44, 13, 32, 38, 1, 4
2021/2/26, 46, 9, 36, 16, 1, 2
2021/2/27, 37, 12, 33, 21, 2, 4
2021/2/28, 46, 22, 31, 34, 4, 7
2021/3/1, 59, 22, 35, 25, 1, 3
2021/3/2, 46, 7, 36, 14, 1, 2
2021/3/3, 29, 11, 30, 30, 1, 3
2021/3/4, 41, 19, 25, 40, 2, 5
2021/3/5, 54, 26, 36, 30, 2, 4
2021/3/6, 75, 10, 34, 10, 1, 2
2021/3/7, 34, 13, 27, 34, 1, 3
2021/3/8, 48, 12, 26, 32, 1, 3
2021/3/9, 41, 15, 39, 32, 1, 3
2021/3/10, 51, 15, 35, 30, 2, 3
2021/3/11, 48, 28, 23, 44, 3, 4
2021/3/12, 76, 9, 29, 23, 2, 3
2021/3/13, 29, 7, 40, 14, , 2
2021/3/14, 23, 10, 41, 30, 1, 3
2021/3/15, 37, 19, 47, 39, 1, 3
2021/3/16, 62, 12, 38, 23, 1, 3
2021/3/17, 42, 19, 37, 25, 2, 4
2021/3/18, 58, 17, 38, 28, 1, 3
2021/3/19, 53, 16, 36, 25, 3, 4
2021/3/20, 48, 34, 33, 17, 1, 7
2021/3/21, 61, 9, 36, 23, 1, 3
2021/3/22, 35, 16, 39, 25, 1, 3
2021/3/23, 54, 19, 39, 30, 1, 4
2021/3/24, 59, 19, 33, 31, 1, 3
2021/3/25, 56, 19, 48, 34, 2, 4
2021/3/26, 63, 15, 50, 8, 2, 4
2021/3/27, 52, 16, 47, 3, 1, 8
2021/3/28, 45, 15, 32, 18, 1, 4
2021/3/29, 8, 34, , 22, , 4
2021/3/30, 1, 39, , 12, , 3
2021/3/31, 1, 26, , 14, , 3
2020/10/1, 38, 17, 48, 28, 2, 4
2020/10/2, 48, 18, 45, 28, 4, 5
2020/10/3, 48, 21, 42, 22, 2, 4
2020/10/4, 50, 25, 31, 35, 1, 4
2020/10/5, 59, 10, 34, 21, 1, 3
2020/10/6, 28, 12, 31, 25, 2, 3
2020/10/7, 40, 9, 27, 33, 1, 3
2020/10/8, 24, 9, 23, 29, 1, 3
2020/10/9, 29, 7, 29, 21, 1, 2
2020/10/10, 17, 7, 28, 11, 1, 2
2020/10/11, 18, 9, 26, 27, 1, 3
2020/10/12, 27, 14, 25, 26, 2, 4
2020/10/13, 47, 13, 32, 22, 2, 3
2020/10/14, 46, 12, 24, 28, 1, 2
2020/10/15, 38, 9, 30, 24, 1, 2
2020/10/16, 30, 12, 23, 26, 1, 3
2020/10/17, 35, 9, 31, 20, 1, 4
2020/10/18, 30, 13, 17, 35, 1, 4
2020/10/19, 39, 14, 31, 33, 1, 3
2020/10/20, 46, 14, 33, 31, 1, 3
2020/10/21, 47, 17, 29, 38, 1, 4
2020/10/22, 55, 18, 28, 38, 1, 4
2020/10/23, 41, 9, 31, 22, 1, 4
2020/10/24, 30, 8, 37, 19, 1, 5
2020/10/25, 29, 17, 33, 37, 5, 6
2020/10/26, 54, 13, 30, 32, 2, 3
2020/10/27, 44, 19, 27, 42, 5, 6
2020/10/28, 58, 17, 37, 32, 2, 4
2020/10/29, 52, 9, 28, 26, 1, 2
2020/10/30, 32, 9, 29, 16, 1, 2
2020/10/31, 31, 21, 28, 28, 4, 4
2020/11/1, 61, 35, 22, 43, 2, 5
2020/11/2, 87, 25, 18, 27, 1, 4
2020/11/3, 67, 8, 24, 26, 1, 4
2020/11/4, 27, 12, 27, 39, 2, 4
2020/11/5, 38, 20, 11, 48, 2, 5
2020/11/6, 60, 31, 22, 43, 2, 6
2020/11/7, 79, 22, 34, 24, 1, 4
2020/11/8, 65, 10, 27, 25, 1, 3
2020/11/9, 34, 8, 23, 27, 2, 3
2020/11/10, 27, 8, 29, 28, 2, 2
2020/11/11, 22, 10, 19, 36, 1, 2
2020/11/12, 34, 18, 23, 48, 2, 4
2020/11/13, 54, 17, 31, 26, 2, 3
2020/11/14, 53, 19, 31, 26, 3, 5
2020/11/15, 56, 33, 21, 60, 5, 7
2020/11/16, 86, 23, 34, 37, 2, 4
2020/11/17, 69, 36, 23, 47, 4, 6
2020/11/18, 86, 37, 33, 40, 2, 5
2020/11/19, 88, 19, 29, 25, 2, 3
2020/11/20, 51, 6, 26, 20, 2, 2
2020/11/21, 18, 13, 29, 18, 3, 3
2020/11/22, 37, 9, 29, 18, 2, 3
2020/11/23, 29, 7, 26, 27, 1, 2
2020/11/24, 22, 9, 23, 32, 1, 3
2020/11/25, 29, 25, 12, 45, 2, 6
2020/11/26, 71, 13, 19, 24, 2, 3
2020/11/27, 45, 8, 26, 22, 1, 3
2020/11/28, 31, 9, 22, 19, 2, 3
2020/11/29, 32, 16, 17, 38, 1, 5
2020/11/30, 53, 11, 22, 32, 3, 4
2020/12/1, 39, 10, 19, 34, 1, 4
2020/12/2, 37, 21, 17, 35, 1, 4
2020/12/3, 69, 12, 24, 32, 1, 4
2020/12/4, 43, 9, 13, 32, 1, 4
2020/12/5, 32, 12, 20, 28, 1, 7
2020/12/6, 39, 20, 16, 50, 3, 8
2020/12/7, 63, 14, 27, 35, 1, 6
2020/12/8, 46, 8, 23, 27, 2, 3
2020/12/9, 31, 17, 20, 39, 2, 5
2020/12/10, 58, 22, 14, 43, 2, 7
2020/12/11, 66, 32, 26, 38, 3, 6
2020/12/12, 90, 11, 24, 22, 2, 5
2020/12/13, 44, 10, 24, 32, 2, 4
2020/12/14, 33, 8, 22, 32, 1, 3
2020/12/15, 26, 7, 19, 33, 2, 3
2020/12/16, 26, 7, 22, 34, 2, 3
2020/12/17, 21, 14, 17, 45, 2, 6
2020/12/18, 45, 6, 23, 28, 1, 4
2020/12/19, 26, 5, 27, 14, , 3
2020/12/20, 19, 11, 21, 28, 3, 6
2020/12/21, 40, 18, 14, 48, 3, 8
2020/12/22, 65, 19, 19, 52, 4, 7
2020/12/23, 65, 18, 28, 50, 2, 6
2020/12/24, 59, 19, 28, 39, 1, 6
2020/12/25, 60, 14, 22, 39, 2, 6
2020/12/26, 45, 12, 24, 25, 2, 4
2020/12/27, 47, 32, 30, 51, 3, 8
2020/12/28, 93, 28, 16, 49, 5, 10
2020/12/29, 90, 20, 32, 21, 2, 5
2020/12/30, 66, 4, 26, 13, 2, 3
2020/12/31, 18, 8, 25, 20, 2, 4
2021/1/1, 31, 9, 23, 22, 2, 5
2021/1/2, 37, 8, 25, 22, 2, 5
2021/1/3, 29, 15, 21, 37, 4, 6
2020/7/1, 58, 21, 45, 28, 1, 2
2020/7/2, 56, 22, 38, 32, 3, 3
2020/7/3, 61, 25, 19, 17, 1, 3
2020/7/4, 47, 29, 44, 17, 1, 2
2020/7/5, 62, 28, 13, 13, 1, 4
2020/7/6, 48, 33, 7, 11, 1, 3
2020/7/7, 59, 26, 35, 9, 1, 3
2020/7/8, 53, 22, 18, 19, 1, 4
2020/7/9, 55, 11, 9, 9, 1, 4
2020/7/10, 58, 14, 11, 2, 1, 3
2020/7/11, 60, 14, 39, 5, 2, 3
2020/7/12, 48, 9, 27, 9, 1, 5
2020/7/13, 41, 18, 22, 12, 1, 4
2020/7/14, 48, 13, 14, 20, 2, 2
2020/7/15, 39, 12, 30, 19, 3, 2
2020/7/16, 40, 10, 9, 23, 1, 2
2020/7/17, 32, 14, 19, 25, 1, 4
2020/7/18, 36, 19, 39, 16, 1, 5
2020/7/19, 46, 29, 80, 26, 2, 4
2020/7/20, 66, 28, 28, 22, 3, 3
2020/7/21, 66, 34, 39, 22, 2, 4
2020/7/22, 63, 16, 23, 22, 1, 4
2020/7/23, 41, 30, 57, 23, 6, 5
2020/7/24, 61, 32, 12, 16, 2, 3
2020/7/25, 58, 21, 15, 12, 2, 4
2020/7/26, 39, 21, 13, 17, 1, 5
2020/7/27, 44, 22, 12, 17, , 2
2020/7/28, 46, 11, 17, 17, 1, 2
2020/7/29, 24, 15, 24, 18, 1, 2
2020/7/30, 41, 40, 34, 31, 4, 6
2020/7/31, 80, 13, 37, 20, 1, 2
2020/8/1, 39, 14, 36, 11, 2, 2
2020/8/2, 41, 22, 43, 22, 4, 5
2020/8/3, 52, 24, 37, 21, 3, 3
2020/8/4, 54, 29, 32, 17, 2, 4
2020/8/5, 60, 32, 22, 16, 2, 3
2020/8/6, 68, 36, 34, 22, 6, 4
2020/8/7, 78, 52, 30, 19, 4, 2
2020/8/8, 108, 36, 26, 13, 4, 3
2020/8/9, 71, 40, 60, 17, 3, 3
2020/8/10, 79, 20, 20, 11, 1, 1
2020/8/11, 39, 21, 49, 18, 3, 2
2020/8/12, 61, 20, 65, 19, 2, 4
2020/8/13, 69, 28, 55, 15, 4, 2
2020/8/14, 61, 51, 101, 17, 4, 5
2020/8/15, 86, 42, 45, 15, 5, 3
2020/8/16, 74, 42, 36, 19, 4, 3
2020/8/17, 67, 30, 45, 21, 6, 2
2020/8/18, 61, 27, 91, 20, 8, 4
2020/8/19, 62, 28, 41, 20, 3, 4
2020/8/20, 48, 35, 47, 22, 4, 4
2020/8/21, 55, 35, 64, 20, 2, 3
2020/8/22, 68, 23, 25, 15, 4, 1
2020/8/23, 54, 15, 29, 16, 2, 1
2020/8/24, 40, 18, 65, 17, 3, 3
2020/8/25, 44, 21, 49, 19, 3, 3
2020/8/26, 42, 19, 14, 12, 1, 3
2020/8/27, 21, 15, 11, 7, 1, 2
2020/8/28, 23, 13, 17, 8, 2, 2
2020/8/29, 37, 15, 22, 9, 2, 3
2020/8/30, 39, 14, 42, 10, 2, 2
2020/8/31, 50, 11, 21, 18, 1, 2
2020/9/1, 30, 20, 19, 19, 1, 2
2020/9/2, 38, 23, 15, 13, 1, 3
2020/9/3, 41, 22, 25, 18, 2, 3
2020/9/4, 44, 20, 32, 18, 1, 2
2020/9/5, 42, 11, 21, 11, 1, 2
2020/9/6, 28, 23, 7, 11, 1, 2
2020/9/7, 34, , , , , 
2020/9/13, 25, 17, 27, 24, 3, 3
2020/9/14, 37, 13, 35, 20, 3, 2
2020/9/15, 37, 15, 31, 22, 3, 2
2020/9/16, 40, 21, 37, 25, 3, 4
2020/9/17, 49, 23, 13, 14, 2, 2
2020/9/18, 42, 12, 36, 20, 1, 2
2020/9/19, 36, 15, 28, 16, 1, 3
2020/9/20, 48, 17, 37, 20, 2, 3
2020/9/21, 53, 16, 37, 18, 1, 3
2020/9/22, 52, 14, 29, 27, , 2
2020/9/23, 39, 12, 29, 17, 1, 2
2020/9/24, 26, 8, 22, 6, 1, 3
2020/9/25, 17, 11, 24, 8, 1, 2
2020/9/26, 25, 11, 30, 7, 1, 3
2020/9/27, 27, 11, 34, 11, 2, 3
2020/9/28, 31, 9, 33, 7, 1, 2
2020/9/29, 27, 12, 40, 14, 2, 3
2020/9/30, 41, 14, 25, 25, 2, 2
2020/4/1, 40, 9, 42, 22, 1, 3
